Date,current-ratio-quarterly,long-term-debt-capital-quarterly,debt-equity-ratio-quarterly,gross-margin-quarterly,operating-margin-quarterly,ebit-margin-quarterly,pre-tax-profit-margin-quarterly,net-profit-margin-quarterly,asset-turnover-quarterly,inventory-turnover-quarterly,receiveable-turnover-quarterly,days-sales-in-receivables-quarterly,roe-quarterly,return-on-tangible-equity-quarterly,roa-quarterly,roi-quarterly,book-value-per-share-quarterly,operating-cash-flow-per-share-quarterly,free-cash-flow-per-share-quarterly
2022-09-30,2.2184,0.3446,0.5269,16.0494,7.6673,7.6673,8.577,7.3099,0.1929,0.677,3.6818,24.4444,3.3274,5.0,1.4101,2.1807,32.3437,1.6795,1.3203
2022-06-30,2.2997,0.3435,0.5243,16.2651,7.4509,7.4509,8.3386,6.8802,0.1986,0.7063,3.6005,24.9968,3.2054,4.8198,1.3729,2.1042,32.1067,1.7319,1.4254
2022-03-31,2.4639,0.3453,0.5284,16.961,6.7977,6.7977,7.7308,6.4312,0.1886,0.6803,3.7513,23.992,2.7902,4.0461,1.213,1.8268,32.0601,1.0974,0.9608
2021-12-31,2.5657,0.3556,0.5528,17.1884,7.3751,7.3751,7.4353,6.2312,0.2099,0.7933,3.9642,22.7032,3.0374,4.4363,1.3079,1.9573,31.4149,1.8756,1.1207
2021-09-30,2.6576,0.3841,0.6248,16.8562,7.3913,7.3913,7.291,6.1873,0.1958,0.6774,3.868,23.2676,3.0644,4.7619,1.2116,1.8874,27.388,1.7996,1.4726
2021-06-30,2.727,0.3854,0.6283,16.6406,6.8004,6.8004,6.8317,5.7349,0.2075,0.726,3.882,23.184,3.0159,4.663,1.1964,1.8535,27.1878,2.5865,2.2583
2021-03-31,2.6375,0.3902,0.6826,16.6377,6.2869,6.2869,6.5995,5.9396,0.1868,0.6478,3.2605,27.6033,2.8519,4.4485,1.1094,1.7392,26.543,0.7929,0.5607
2020-12-31,2.5223,0.3536,0.6342,14.8077,7.0357,7.0357,5.8631,6.4358,0.2375,0.8893,4.6595,19.3155,4.0376,6.3991,1.5282,2.6098,25.8171,2.4861,1.9043
2020-09-30,2.3333,0.4024,0.8229,14.7349,5.3016,5.3016,4.2413,4.2048,0.1724,0.5484,3.1365,28.6947,2.0031,3.2105,0.725,1.1972,25.0929,1.5338,1.274
2020-06-30,2.192,0.3961,0.8562,8.9401,-0.7282,-0.7282,-4.7735,-3.7217,0.1598,0.5282,3.2356,27.8155,-1.6646,-2.7267,-0.5947,-1.0052,24.2462,1.0595,0.8793
2020-03-31,2.0744,0.3966,0.9096,14.0439,4.5733,4.5733,2.4847,1.8005,0.1742,0.5444,3.192,28.1959,0.9035,1.4775,0.3136,0.5451,24.3382,-1.7254,-1.9439
2019-12-31,2.0601,0.3706,0.6905,14.7212,7.3358,7.3358,5.2045,4.9318,0.2687,0.8457,4.3811,20.5428,3.6064,5.9086,1.3251,2.2699,24.2018,3.3924,2.909
2019-09-30,2.149,0.398,0.7652,15.7103,7.8859,7.8859,7.3949,6.7505,0.2164,0.6193,3.2014,28.1129,4.0352,6.6465,1.4606,2.4293,23.8877,1.2262,0.8695
2019-06-30,2.1716,0.4037,0.7627,18.1593,9.1106,9.1106,8.6458,6.7245,0.2181,0.6126,3.2629,27.5829,4.0667,6.8046,1.4666,2.4249,23.1942,0.6524,0.3239
2019-03-31,2.1675,0.4024,0.7426,17.1116,7.2371,7.2371,6.8189,5.7575,0.2147,0.6368,2.9358,30.6562,3.4206,5.7891,1.2362,2.0443,22.4883,-0.9136,-1.1631
2018-12-31,2.1375,0.4045,0.7288,17.2,9.9733,9.9733,7.4133,6.56,0.2629,0.8133,3.6621,24.576,4.7381,8.2717,1.7246,2.8217,22.0374,1.5805,1.113
2018-09-30,2.2907,0.4103,0.6975,16.0313,6.4375,6.4375,19.625,17.5938,0.2181,0.6667,3.1189,28.8563,10.157,16.8866,3.838,5.9894,22.8208,1.2472,0.9312
2018-06-30,2.2697,0.4198,0.7251,17.5255,7.5953,7.5953,6.978,6.0118,0.2559,0.7829,3.3238,27.0773,4.1775,7.0998,1.5387,2.424,21.5419,1.8661,1.5398
2018-03-31,2.3141,0.4067,0.6883,17.2027,7.2816,7.2816,6.6141,5.7342,0.2202,0.6672,2.9694,30.3095,3.3205,5.6859,1.2627,1.97,22.2019,-0.3224,-0.6144
2017-12-31,2.1937,0.4084,0.6928,16.48,7.518,7.518,5.5514,-2.6388,0.2619,0.8084,2.9472,30.5377,-1.8771,-3.2288,-0.691,-1.1105,21.5947,2.2056,1.6653
2017-09-30,2.0757,0.4025,0.7362,17.2216,7.8071,7.8071,5.8266,4.5637,0.2195,0.6383,2.5923,34.7187,2.7329,4.5901,1.0016,1.6329,22.0872,0.3711,-0.0647
2017-06-30,2.0517,0.3906,0.7047,16.8701,7.5194,7.5194,5.9656,4.2453,0.2285,0.6436,2.9159,30.8657,2.6927,4.5781,0.9699,1.6409,21.4324,1.6978,1.3785
2017-03-31,2.0296,0.3956,0.7372,16.1979,6.2076,6.2076,3.9121,3.2654,0.197,0.5504,2.5818,34.8594,1.7915,3.0769,0.6368,1.0828,20.8504,-0.7917,-1.0703
2016-12-31,2.0932,0.3731,0.6602,17.5948,7.9739,7.9739,7.6863,5.5948,0.2491,0.7061,3.5949,25.0353,3.8572,6.2121,1.3999,2.4182,20.6215,2.8707,2.3577
2016-09-30,2.2061,0.3954,0.6763,18.1483,8.2129,8.2129,3.2913,12.9499,0.2143,0.5554,2.8543,31.5318,5.2911,8.4703,1.9714,3.1989,20.9193,0.6398,0.2782
2016-06-30,2.1193,0.412,0.7543,17.7158,8.6585,8.6585,7.4053,5.0413,0.2335,0.6287,3.0691,29.325,3.4323,5.8018,1.184,2.0181,19.2542,0.4351,-0.0055
2016-03-31,2.0268,0.425,0.8012,17.682,8.06,8.06,6.7167,4.686,0.212,0.5886,2.6476,33.9925,3.0267,5.2522,1.0001,1.7402,18.5657,-0.5494,-0.8717
2015-12-31,2.0105,0.4028,0.7272,17.1298,8.5904,8.5904,7.4943,5.7609,0.2667,0.7845,3.7469,24.0199,4.5326,7.6505,1.5298,2.7069,18.1036,2.418,1.9398
2015-09-30,1.9079,0.4169,0.8032,18.7421,9.2138,9.2138,7.9245,5.5346,0.2135,0.5649,2.7437,32.8019,3.7479,6.5918,1.1814,2.1853,17.1473,0.771,0.3604
2015-06-30,1.9852,0.4404,0.844,18.8482,8.7157,8.7157,7.4222,5.1432,0.2172,0.5939,2.7919,32.2359,3.6723,6.5327,1.1306,2.0552,16.6533,0.7966,0.4606
2015-03-31,2.1004,0.4647,0.8759,18.3534,7.3869,7.3869,5.9876,4.1653,0.2085,0.5923,2.7123,33.1826,2.9157,5.3849,0.8685,1.5608,15.82,-0.075,-0.357
2014-12-31,2.0184,0.4751,0.9068,18.3594,9.4971,9.4971,7.0068,5.1758,0.2805,0.8513,3.9575,22.7417,4.986,9.4878,1.4584,2.6174,15.4447,2.2729,1.6579
2014-09-30,1.9494,0.4395,0.8679,17.0554,8.105,8.105,6.7347,4.6356,0.2327,0.6971,2.9826,30.1749,3.4996,6.2696,1.0856,1.9615,16.5535,0.7727,0.4736
2014-06-30,2.0159,0.46,0.9299,17.9743,7.3324,7.3324,5.9914,4.1084,0.2316,0.7157,2.9208,30.8131,3.1673,5.6376,0.958,1.7105,16.3647,1.3366,0.9612
2014-03-31,1.9977,0.4738,1.025,17.2111,6.0414,6.0414,4.3906,2.9856,0.1903,0.603,2.4952,36.0696,1.994,3.6509,0.5814,1.0492,15.6443,-0.0953,-0.3282
2013-12-31,2.3686,0.4203,0.727,16.2008,7.4729,7.4729,6.3605,4.7633,0.2709,0.9916,3.5812,25.1312,3.9005,6.4553,1.3211,2.261,15.5406,3.2312,2.8213
2013-09-30,1.2825,0.4715,0.9212,14.8416,6.405,6.405,4.9931,3.4091,0.2331,0.768,2.8359,31.7355,2.7374,5.1444,0.7867,1.4467,12.737,1.269,1.4132
2013-06-30,2.3038,0.489,1.0678,17.6471,7.2209,7.2209,5.7415,3.9803,0.2282,0.7299,2.8193,31.9232,3.3728,6.6667,0.9164,1.7234,12.0546,-0.2717,-0.6747
2013-03-31,2.1849,0.5123,1.1858,16.5674,6.7951,6.7951,5.0088,4.1681,0.2274,0.8015,2.9927,30.0736,3.6531,7.6514,0.9158,1.7816,11.4025,-1.3807,-1.6472
2012-12-31,2.111,0.5358,1.333,16.8055,7.4955,7.4955,5.9488,4.4021,0.258,1.0313,4.0555,22.1922,4.8813,10.8793,1.1202,2.266,11.0247,1.8089,0.6178
2012-09-30,2.3593,0.5178,1.2313,17.5,8.7,8.7,6.9667,5.0333,0.2296,0.8742,3.2823,27.42,4.2926,8.5388,1.0869,2.07,11.7417,1.2525,1.3492
2012-06-30,2.3347,0.5385,1.3301,19.3442,10.2021,10.2021,8.4465,5.6973,0.231,0.8826,3.2923,27.3369,5.577,11.7527,1.3238,2.574,11.0459,0.9467,0.6599
2012-03-31,2.4283,0.5691,1.4799,19.0476,8.1233,8.1233,6.1975,4.1317,0.2151,0.8916,3.048,29.5273,4.1166,9.4044,0.9036,1.7738,10.4046,-0.8621,-1.1099
2011-12-31,2.7349,0.6096,1.6149,16.5642,5.9619,5.9619,-0.9219,-0.5839,0.239,1.1303,3.8014,23.6755,-0.6193,-1.5315,-0.1249,-0.2418,9.8422,1.266,0.5341
2011-09-30,1.5329,0.5939,1.6404,17.8038,8.8842,8.8842,6.6098,5.0462,0.1842,0.8872,3.0356,29.6482,4.1063,8.1437,0.89,1.6675,11.9121,1.5053,1.1682
